CDs 1 V x 2 HOURS Ex 340 nm,,CDs 1 V x 2 HOURS Ex 230 ,,CDs 1 V x 2 HOURS Ex 240 nm,,CDs 1 V x 2 HOURS Ex 250,,CDs 1 V x 2 HOURS Ex 260,,CDs 1 V x 2 HOURS Ex 270,,CDs 1 V x 2 HOURS Ex 280,,CDs 1 V x 2 HOURS Ex 290,,CDs 1 V x 2 HOURS Ex 300,,CDs 1 V x 2 HOURS Ex 300 (2),,CDs 1 V x 2 HOURS Ex 310,,CDs 1 V x 2 HOURS Ex 320,,CDs 1 V x 2 HOURS Ex 330,,CDs 1 V x 2 HOURS Ex 340,,CDs 1 V x 2 HOURS Ex 350,,CDs 1 V x 2 HOURS Ex 360,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 390,,CDs 1 V x 2 HOURS Ex 400,,CDs 1 V x 2 HOURS Ex 410,,CDs 1 V x 2 HOURS Ex 420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,522.0499878,-2.527045012,531.9400024,-2.580822945,542.0499878,-2.563993216,552.0499878,-2.539112806,552.0499878,-2.147575378,562.0499878,30.08817673,572.0200195,27.034935,582.0499878,-2.445525885,582.0499878,-2.33976984,592.0200195,-2.457209826,602.0499878,-2.47123909,612.0200195,-2.594825745,622,-2.537929535,632.0200195,-2.572915792,642,-2.649914742,652,-2.680263758,662,-2.703065395,672,-2.592317104,682,-2.653228283,691.9699707,-2.679514885,701.9699707,-2.659386873,
,,522.9400024,-2.645414352,532.9799805,-2.402792931,542.9400024,-2.62594533,552.9400024,-2.493647814,552.9400024,-2.252738237,562.9400024,24.97624969,573.039978,35.61037064,582.9400024,-2.393919945,582.9400024,-2.445477486,593.039978,-2.509319544,602.9400024,-2.577059984,613.039978,-2.583087921,623,-2.560400486,633.039978,-2.661138535,643,-2.662270069,653,-2.565751314,663,-2.673004866,673,-2.680539846,683,-2.6720047,692.9500122,-2.634758234,702.9500122,-2.616753578,
,,523.9699707,-2.571159124,534.0200195,-2.443917751,543.9699707,-2.640198231,553.9699707,-2.499710083,553.9699707,-2.355371714,563.9699707,19.13129044,574.0499878,43.20733643,583.9699707,-2.449326277,583.9699707,-2.433945417,594.0499878,-2.517010689,603.9699707,-2.55153656,614.0499878,-2.556713581,624,-2.669509411,634.0499878,-2.639327526,644,-2.656117916,654,-2.661341667,664,-2.665037155,674,-2.648816824,684,-2.67318511,693.9400024,-2.6683743,703.9400024,-2.650188446,
,,525,-2.527019739,535.0700073,-2.524187326,545,-2.538654327,555,-2.480405569,555,-2.250184059,565,12.87314129,575.0700073,50.50664139,585,-2.380987406,585,-2.400613546,595.0700073,-2.435079336,605,-2.507129192,615.0700073,-2.557306528,625,-2.609132051,635.0700073,-2.593439341,645,-2.643842697,655,-2.605227232,665,-2.603605509,675,-2.611551523,685,-2.642930031,695.0700073,-2.701498508,705.0700073,-2.661668777,
,,526.0200195,-2.541235685,535.9699707,-2.515403748,546.0200195,-2.64021349,556.0200195,-2.542675495,556.0200195,-2.405520201,566.0200195,7.782971382,575.9400024,53.33158112,586.0200195,-2.306221008,586.0200195,-2.334935904,595.9400024,-2.433525085,606.0200195,-2.588068485,615.9400024,-2.531333447,626,-2.742469072,635.9400024,-2.572370529,646,-2.662330151,656,-2.642097473,666,-2.664862633,676,-2.655205965,686,-2.660747766,696.0499878,-2.596642256,706.0499878,-2.659516573,
,,527.0499878,-2.454108715,537.0100098,-2.556684971,547.0499878,-2.578144073,557.0499878,-2.51978302,557.0499878,-2.390835285,567.0499878,3.491360188,576.9500122,58.29176331,587.0499878,-2.024291754,587.0499878,-1.907528162,596.9500122,-2.446212292,607.0499878,-2.529272318,616.9500122,-2.568772793,627,-2.657027721,636.9500122,-2.572334528,647,-2.680903435,657,-2.583742142,667,-2.618251801,677,-2.629847288,687,-2.673307419,697.039978,-2.695981026,707.039978,-2.668567896,
,,527.9400024,-2.396915913,538.0499878,-2.594640017,547.9400024,-2.618320704,557.9400024,-2.48828125,557.9400024,-2.392902613,567.9400024,1.023436546,577.9699707,60.39674759,587.9400024,-1.036086798,587.9400024,-1.137089014,597.9699707,-2.501192331,607.9400024,-2.552087784,617.9699707,-2.530811071,628,-2.535218716,637.9699707,-2.718111992,648,-2.73050642,658,-2.623707294,668,-2.587026119,678,-2.636672735,688,-2.648295641,698.0200195,-2.707084417,708.0200195,-2.647542715,
,,528.9699707,-2.570545435,538.9500122,-2.480166674,548.9699707,-2.557886124,558.9699707,-2.489045382,558.9699707,-2.317641497,568.9699707,-0.5125572681,578.9799805,61.82705307,588.9699707,1.125819683,588.9699707,1.287801743,598.9799805,-2.415549517,608.9699707,-2.575248003,618.9799805,-2.583931208,629,-2.567363977,638.9799805,-2.662185431,649,-2.63069725,659,-2.68966198,669,-2.657635689,679,-2.661129713,689,-2.648679495,699.0100098,-2.613274574,709.0100098,-2.646984816,
,,530,-2.480409384,540,-2.536230087,550,-2.618718386,560,-2.499858618,560,-2.387342215,570,-1.451217055,580,58.89546967,590,6.626968384,590,6.899101257,600,-2.43955183,610,-2.599569559,620,-2.482701302,630,-2.669883251,640,-2.684183359,650,-2.649980307,660,-2.584358215,670,-2.672189951,680,-2.584836245,690,-2.608602047,700,-2.646771193,710,-2.674729109,
,,531.039978,-2.554929018,541.0200195,-2.446332216,551.0200195,-2.618478298,561.0200195,-2.474183559,561.0200195,-2.366779804,571.0100098,-2.004452705,581.0200195,49.74280548,591.0100098,17.01309586,591.0100098,17.71009445,601.0200195,-2.486992598,611.0100098,-2.515586376,621,-2.558021307,631.0100098,-2.584287167,641,-2.593523979,651,-2.687478781,661,-2.604660511,671,-2.626427174,681,-2.623521805,690.9799805,-2.667614937,700.9799805,-2.679670334,710.9799805,-2.677935362,
,,531.9400024,-2.452644825,542.0499878,-2.428652525,552.0499878,-2.608967304,562.0499878,-2.477623701,562.0499878,-2.400690079,572.0200195,-2.213954449,582.0499878,41.34522247,592.0200195,32.88673782,592.0200195,33.08543015,602.0499878,-2.478807449,612.0200195,-2.623939037,622,-2.607583523,632.0200195,-2.742207289,642,-2.63950181,652,-2.693082809,662,-2.613964081,672,-2.672165155,682,-2.668397903,691.9699707,-2.654425859,701.9699707,-2.657260895,711.9699707,-2.662495613,
,,532.9799805,-2.498892784,542.9400024,-2.595268488,552.9400024,-2.616838217,562.9400024,-2.407274723,562.9400024,-2.328485012,573.039978,-2.342834234,582.9400024,32.34923935,593.039978,50.5908432,593.039978,50.73691559,602.9400024,-2.498211861,613.039978,-2.590112686,623,-2.546092272,633.039978,-2.584985256,643,-2.740754128,653,-2.693368912,663,-2.68013835,673,-2.609523296,683,-2.667918444,692.9500122,-2.616746187,702.9500122,-2.690457106,712.9500122,-2.647633314,
,,534.0200195,-2.612590313,543.9699707,-2.580342531,553.9699707,-2.586122274,563.9699707,-2.410103083,563.9699707,-2.347372293,574.0499878,-2.309161901,583.9699707,20.85742188,594.0499878,65.57905579,594.0499878,65.73258209,603.9699707,-2.452604532,614.0499878,-2.551369905,624,-2.519341946,634.0499878,-2.633111954,644,-2.660771132,654,-2.66809988,664,-2.642272472,674,-2.664392233,684,-2.668120146,693.9400024,-2.605685711,703.9400024,-2.662826777,713.9400024,-2.625794649,
,,535.0700073,-2.570226669,545,-2.581341267,555,-2.640285492,565,-2.407643795,565,-2.392846584,575.0700073,-2.350069761,585,12.38854122,595.0700073,78.11695862,595.0700073,78.11665344,605,-2.364839315,615.0700073,-2.634432077,625,-2.533410311,635.0700073,-2.645519257,645,-2.572991848,655,-2.680885315,665,-2.615082979,675,-2.649494648,685,-2.673939228,695.0700073,-2.616578817,705.0700073,-2.629939318,715.0700073,-2.662644625,
,,535.9699707,-2.600368023,546.0200195,-2.49803853,556.0200195,-2.617215633,566.0200195,-2.2799685,566.0200195,-2.399132729,575.9400024,-2.33660841,586.0200195,6.216195107,595.9400024,82.97688293,595.9400024,82.6313858,606.0200195,-2.361470461,615.9400024,-2.516405821,626,-2.607306004,635.9400024,-2.681677341,646,-2.527746677,656,-2.662403345,666,-2.642791033,676,-2.695153952,686,-2.617121696,696.0499878,-2.642222643,706.0499878,-2.701725006,716.0499878,-2.641311884,
,,537.0100098,-2.556935072,547.0499878,-2.608956575,557.0499878,-2.646965265,567.0499878,-2.338829517,567.0499878,-2.335468769,576.9500122,-2.484193802,587.0499878,2.775808811,596.9500122,85.32300568,596.9500122,84.0695343,607.0499878,-1.841233373,616.9500122,-2.553124666,627,-2.607118607,636.9500122,-2.500494719,647,-2.592908621,657,-2.699372768,667,-2.567151546,677,-2.702666283,687,-2.624420643,697.039978,-2.661138535,707.039978,-2.674409151,717.039978,-2.662421465,
,,538.0499878,-2.526153564,547.9400024,-2.528687239,557.9400024,-2.65642643,567.9400024,-2.320344448,567.9400024,-2.365285397,577.9699707,-2.437499285,587.9400024,0.4136962891,597.9699707,79.7803421,597.9699707,80.4180603,607.9400024,-0.9054785967,617.9699707,-2.528363228,628,-2.499349356,637.9699707,-2.730235815,648,-2.672860622,658,-2.674009085,668,-2.708696127,678,-2.632664442,688,-2.636206627,698.0200195,-2.66697216,708.0200195,-2.674182653,718.0200195,-2.665548325,
,,538.9500122,-2.483435631,548.9699707,-2.609388351,558.9699707,-2.61152482,568.9699707,-2.348164082,568.9699707,-2.33603406,578.9799805,-2.399302959,588.9699707,-1.015866518,598.9799805,71.66479492,598.9799805,72.55726624,608.9699707,1.635248661,618.9799805,-2.422516346,629,-2.582324505,638.9799805,-2.633137941,649,-2.560281992,659,-2.680931807,669,-2.557888746,679,-2.611753225,689,-2.636250496,699.0100098,-2.661147833,709.0100098,-2.629691839,719.0100098,-2.643829107,
,,540,-2.455744267,550,-2.569887877,560,-2.663901329,570,-2.277763844,570,-2.446353912,580,-2.306377649,590,-1.700125575,600,64.50583649,600,64.24298096,610,6.777013779,620,-2.621472597,630,-2.571806192,640,-2.549370289,650,-2.639333725,660,-2.644023657,670,-2.727548361,680,-2.67244339,690,-2.611293793,700,-2.584797382,710,-2.651826859,720,-2.665582895,
,,541.0200195,-2.54071784,551.0200195,-2.650482178,561.0200195,-2.702466249,571.0100098,-2.227867126,571.0100098,-2.44998455,581.0200195,-2.376249313,591.0100098,-2.11014843,,,601.0200195,55.15975952,611.0100098,14.25905323,621,-2.527601719,631.0100098,-2.546889544,641,-2.623560429,651,-2.581879854,661,-2.693485022,671,-2.746720552,681,-2.634253979,690.9799805,-2.705507755,700.9799805,-2.686389208,710.9799805,-2.685408115,720.9699707,-2.659485579,
,,542.0499878,-2.497419834,552.0499878,-2.623549461,562.0499878,-2.678907871,572.0200195,-2.259346008,572.0200195,-2.470499277,582.0499878,-2.298324108,592.0200195,-2.299198627,,,602.0499878,44.19846725,612.0200195,24.24588013,622,-2.52842164,632.0200195,-2.607311487,642,-2.621562481,652,-2.628221273,662,-2.687119722,672,-2.680028677,682,-2.664507151,691.9699707,-2.705595732,701.9699707,-2.617222786,711.9699707,-2.685615063,721.9400024,-2.65981698,
,,542.9400024,-2.336555958,552.9400024,-2.731743097,562.9400024,-2.663957119,573.039978,-2.271871567,573.039978,-2.443926334,582.9400024,-2.468821287,593.039978,-2.338376522,,,602.9400024,36.2029686,613.039978,34.8507576,623,-2.454755545,633.039978,-2.569543839,643,-2.621957064,653,-2.594263315,663,-2.644271851,673,-2.586229324,683,-2.640166521,692.9500122,-2.661765099,702.9500122,-2.610426426,712.9500122,-2.647001028,723.0499878,-2.666199446,
,,543.9699707,-2.439007998,553.9699707,-2.594330788,563.9699707,-2.640458345,574.0499878,-2.293140888,574.0499878,-2.438711405,583.9699707,-2.434207201,594.0499878,-2.349187374,,,603.9699707,25.60984802,614.0499878,48.3240509,624,-2.635467291,634.0499878,-2.519351721,644,-2.634366989,654,-2.618085384,664,-2.67509985,674,-2.670531034,684,-2.694926739,693.9400024,-2.667551994,703.9400024,-2.661331892,713.9400024,-2.652921915,724.0200195,-2.681251049,
,,545,-2.496529818,555,-2.555351496,565,-2.655369282,575.0700073,-2.366837025,575.0700073,-2.478064537,585,-2.374707937,595.0700073,-2.383913279,,,605,16.00192261,615.0700073,58.97304153,625,-2.408060312,635.0700073,-2.484905958,645,-2.622223139,655,-2.638611794,665,-2.693296909,675,-2.643019199,685,-2.702755213,695.0700073,-2.67348218,705.0700073,-2.636670589,715.0700073,-2.669124842,725,-2.65977478,
,,546.0200195,-2.659136772,556.0200195,-2.636902571,566.0200195,-2.640819073,575.9400024,-2.403155327,575.9400024,-2.464108229,586.0200195,-2.367799282,595.9400024,-2.34666729,,,606.0200195,8.723425865,615.9400024,69.12821198,626,-2.407734632,635.9400024,-2.681301355,646,-2.669288635,656,-2.729288816,666,-2.643468857,676,-2.680001974,686,-2.672230959,696.0499878,-2.605287552,706.0499878,-2.623956442,716.0499878,-2.663511753,725.9699707,-2.653614044,
,,547.0499878,-2.630431175,557.0499878,-2.582325459,567.0499878,-2.66411972,576.9500122,-2.466071129,576.9500122,-2.381291866,587.0499878,-2.281452656,596.9500122,-2.340822458,,,607.0499878,3.543730259,616.9500122,75.97039032,627,-2.061011076,636.9500122,-2.58266902,647,-2.669270039,657,-2.61724329,667,-2.705834389,677,-2.68979001,687,-2.679604769,697.039978,-2.636458397,707.039978,-2.655968904,717.039978,-2.635555267,726.9400024,-2.653818369,
,,547.9400024,-2.615745783,557.9400024,-2.591320992,567.9400024,-2.663292646,577.9699707,-2.47481823,577.9699707,-2.491296053,587.9400024,-2.42858839,597.9699707,-2.434410572,,,607.9400024,1.11631155,617.9699707,81.69325256,628,-0.6990787983,637.9699707,-2.496668816,648,-2.597861767,658,-2.62796092,668,-2.630646467,678,-2.651842833,688,-2.641329527,698.0200195,-2.655751228,708.0200195,-2.673539162,718.0200195,-2.620127678,728.0499878,-2.644236088,
,,548.9699707,-2.601289511,558.9699707,-2.499461174,568.9699707,-2.647817612,578.9799805,-2.511270523,578.9799805,-2.444691658,588.9699707,-2.38077116,598.9799805,-2.388213158,,,608.9699707,-0.7473205328,618.9799805,80.75367737,629,2.068695545,638.9799805,-2.619283199,649,-2.634245396,659,-2.580640793,669,-2.631855249,679,-2.633347034,689,-2.633481026,699.0100098,-2.642660141,709.0100098,-2.667132139,719.0100098,-2.640965462,729.0200195,-2.681270123,
,,550,-2.527101278,560,-2.772587776,570,-2.593382835,580,-2.515384436,580,-2.405996084,590,-2.326640368,600,-2.370230436,,,610,-1.665449142,620,74.18949127,630,7.303751945,640,-2.558119774,650,-2.597774982,660,-2.661728859,670,-2.637734175,680,-2.633402824,690,-2.633047104,700,-2.693068504,710,-2.629985809,720,-2.658862352,730,-2.650430679,
,,551.0200195,-2.615511894,561.0200195,-2.677567005,571.0100098,-2.687304497,581.0200195,-2.477706671,581.0200195,-2.447082043,591.0100098,-2.442317963,,,,,611.0100098,-2.066194534,621,64.43626404,631.0100098,14.85554981,641,-2.582327843,651,-2.681774855,661,-2.650611401,671,-2.661917925,681,-2.641462326,690.9799805,-2.687544346,700.9799805,-2.624338627,710.9799805,-2.649143934,720.9699707,-2.712595463,730.9699707,-2.671930552,
,,552.0499878,-2.484848738,562.0499878,-2.690775871,572.0200195,-2.65684557,582.0499878,-2.556944609,582.0499878,-2.362662554,592.0200195,-2.42828846,,,,,612.0200195,-2.331437826,622,53.53822327,632.0200195,23.35783386,642,-2.543767929,652,-2.538238525,662,-2.671530485,672,-2.67444706,682,-2.624192238,691.9699707,-2.641720057,701.9699707,-2.661351204,711.9699707,-2.654329062,721.9400024,-2.663328886,731.9400024,-2.675179482,
,,552.9400024,-2.586644411,562.9400024,-2.731526852,573.039978,-2.617544174,582.9400024,-2.569643974,582.9400024,-2.274911404,593.039978,-2.376797676,,,,,613.039978,-2.405589104,623,40.90021133,633.039978,34.06886673,643,-2.607000828,653,-2.574636459,663,-2.615760088,673,-2.650556564,683,-2.641088963,692.9500122,-2.655757189,702.9500122,-2.661169529,712.9500122,-2.673888922,723.0499878,-2.663601875,733.0499878,-2.705764294,
,,553.9699707,-2.513433695,563.9699707,-2.663810015,574.0499878,-2.632530928,583.9699707,-2.538882732,583.9699707,-2.329209566,594.0499878,-2.276198387,,,,,614.0499878,-2.411016226,624,29.07280731,634.0499878,44.51724243,644,-2.520314932,654,-2.597481728,664,-2.695784092,674,-2.699696541,684,-2.680221081,693.9400024,-2.718111992,703.9400024,-2.6680305,713.9400024,-2.597953796,724.0200195,-2.646742344,734.0200195,-2.653654337,
,,555,-2.674206734,565,-2.609699249,575.0700073,-2.656494379,585,-2.600887299,585,-2.319624901,595.0700073,-2.480575562,,,,,615.0700073,-2.41500783,625,19.00410461,635.0700073,55.03062439,645,-2.48368597,655,-2.694079399,665,-2.685142517,675,-2.687028408,685,-2.614276648,695.0700073,-2.62579298,705.0700073,-2.655596733,715.0700073,-2.65480566,725,-2.668736935,735,-2.650480986,
,,556.0200195,-2.644586802,566.0200195,-2.595532894,575.9400024,-2.631739855,586.0200195,-2.588549614,586.0200195,-2.267500877,595.9400024,-2.356699228,,,,,615.9400024,-2.368152618,626,9.844779968,635.9400024,63.21997452,646,-2.595789433,656,-2.621603251,666,-2.639610291,676,-2.650002241,686,-2.625288963,696.0499878,-2.65696907,706.0499878,-2.661228895,716.0499878,-2.667895794,725.9699707,-2.629519463,735.9699707,-2.665658236,
,,557.0499878,-2.615874529,567.0499878,-2.704437256,576.9500122,-2.608847141,587.0499878,-2.60018754,587.0499878,-2.254690647,596.9500122,-2.419312954,,,,,616.9500122,-2.416181326,627,3.546674252,636.9500122,70.82720184,647,-2.301618814,657,-2.646815777,667,-2.695539713,677,-2.631565094,687,-2.661341667,697.039978,-2.748668432,707.039978,-2.623960018,717.039978,-2.686284542,726.9400024,-2.696252108,736.9400024,-2.656793356,
,,557.9400024,-2.542280197,567.9400024,-2.569175482,577.9699707,-2.679414749,587.9400024,-2.551076174,587.9400024,-2.119572639,597.9699707,-2.452152729,,,,,617.9699707,-2.381275892,628,0.4003014565,637.9699707,71.59687805,648,-1.589969754,658,-2.586405516,668,-2.638991833,678,-2.668691635,688,-2.623282909,698.0200195,-2.619478464,708.0200195,-2.661643982,718.0200195,-2.680046558,728.0499878,-2.679934502,738.0499878,-2.672184467,
,,558.9699707,-2.57260251,568.9699707,-2.556847572,578.9799805,-2.70250988,588.9699707,-2.582029819,588.9699707,-2.227987766,598.9799805,-2.463670254,,,,,618.9799805,-2.378342867,629,-1.463619351,638.9799805,68.21551514,649,0.3661880493,659,-2.670517206,669,-2.67312932,679,-2.681262493,689,-2.622581959,699.0100098,-2.588087797,709.0100098,-2.642857075,719.0100098,-2.61018157,729.0200195,-2.668985128,739.0200195,-2.684287786,
,,560,-2.528003454,570,-2.718111992,580,-2.653493643,590,-2.566491604,590,-2.087606907,600,-2.453227043,,,,,620,-2.475758076,630,-2.045879126,640,61.77358627,650,4.303162098,660,-2.523715496,670,-2.582787991,680,-2.656877518,690,-2.708769083,700,-2.59595871,710,-2.680413008,720,-2.655121565,730,-2.646632671,740,-2.684521914,
,,561.0200195,-2.62898016,571.0100098,-2.596808434,581.0200195,-2.65609026,591.0100098,-2.587156534,591.0100098,-2.092183352,,,,,,,621,-2.429080963,631.0100098,-2.302357197,641,51.71825027,651,11.52293968,661,-2.611176729,671,-2.673247814,681,-2.668753862,690.9799805,-2.652206182,700.9799805,-2.672619581,710.9799805,-2.662227392,720.9699707,-2.655919552,730.9699707,-2.718111992,740.9699707,-2.684305429,
,,562.0499878,-2.552911997,572.0200195,-2.637248278,582.0499878,-2.657010078,592.0200195,-2.582063437,592.0200195,-2.082666874,,,,,,,622,-2.401194572,632.0200195,-2.41570425,642,39.62913513,652,19.97202301,662,-2.586408615,672,-2.718111992,682,-2.693597078,691.9699707,-2.66113615,701.9699707,-2.657239914,711.9699707,-2.642463207,721.9400024,-2.623594522,731.9400024,-2.668301105,741.9400024,-2.665915251,
,,562.9400024,-2.585908651,573.039978,-2.556560993,582.9400024,-2.625059128,593.039978,-2.625775814,593.039978,-2.20727396,,,,,,,623,-2.386904001,633.039978,-2.464669466,643,28.78736115,653,29.67378998,663,-2.706058502,673,-2.626716852,683,-2.67449069,692.9500122,-2.708681345,702.9500122,-2.656285286,712.9500122,-2.705674887,723.0499878,-2.668099403,733.0499878,-2.65236187,743.0499878,-2.675077677,
,,563.9699707,-2.586558104,574.0499878,-2.570478916,583.9699707,-2.648704052,594.0499878,-2.542853594,594.0499878,-2.046618223,,,,,,,624,-2.399185419,634.0499878,-2.497321367,644,20.21572113,654,38.86394882,664,-2.574655294,674,-2.65031004,684,-2.687170982,693.9400024,-2.670416117,703.9400024,-2.702693462,713.9400024,-2.624514103,724.0200195,-2.616657495,734.0200195,-2.679098606,744.0200195,-2.684405088,
,,565,-2.703342676,575.0700073,-2.636807919,585,-2.61809206,595.0700073,-2.588977337,595.0700073,-2.083348513,,,,,,,625,-2.409819603,635.0700073,-2.50705409,645,13.73570156,655,45.76872635,665,-2.598771811,675,-2.604356766,685,-2.687128067,695.0700073,-2.614362001,705.0700073,-2.648701906,715.0700073,-2.631432295,725,-2.699088812,735,-2.64040637,745,-2.63787961,
,,566.0200195,-2.703427315,575.9400024,-2.636861801,586.0200195,-2.694961309,595.9400024,-2.638416529,595.9400024,-2.025682688,,,,,,,626,-2.471630335,635.9400024,-2.52939415,646,7.975050926,656,51.7085495,666,-2.467989922,676,-2.639277935,686,-2.650695086,696.0499878,-2.670164108,706.0499878,-2.657028913,716.0499878,-2.66793704,725.9699707,-2.636972427,735.9699707,-2.67963028,745.9699707,-2.672316313,
,,567.0499878,-2.60195446,576.9500122,-2.553766727,587.0499878,-2.663935661,596.9500122,-2.599729776,596.9500122,-2.111212254,,,,,,,627,-2.391366959,636.9500122,-2.483718634,647,4.141581059,657,53.3793869,667,-2.407356262,677,-2.672749758,687,-2.681074619,697.039978,-2.7469244,707.039978,-2.587436199,717.039978,-2.580328703,726.9400024,-2.648910999,736.9400024,-2.685010672,746.9400024,-2.687485933,
,,567.9400024,-2.573133945,577.9699707,-2.583600283,587.9400024,-2.718111992,597.9699707,-2.568143845,597.9699707,-2.165715933,,,,,,,628,-2.404893637,637.9699707,-2.516207933,648,1.208075762,658,54.16514969,668,-1.827522159,678,-2.560160875,688,-2.675247669,698.0200195,-2.708563328,708.0200195,-2.609957218,718.0200195,-2.680078506,728.0499878,-2.648750782,738.0499878,-2.652601242,748.0499878,-2.653728247,
,,568.9699707,-2.427435398,578.9799805,-2.584108591,588.9699707,-2.687272549,598.9799805,-2.606194735,598.9799805,-2.140301228,,,,,,,629,-2.51852417,638.9799805,-2.506887436,649,-0.8300200701,659,50.75157547,669,-0.3550899029,679,-2.584475756,689,-2.650359631,699.0100098,-2.680591822,709.0100098,-2.664241791,719.0100098,-2.631445646,729.0200195,-2.649209023,739.0200195,-2.690489531,749.0200195,-2.678608656,
,,570,-2.630104542,580,-2.594456673,590,-2.640684366,600,-2.605298281,600,-2.191071033,,,,,,,630,-2.448518038,640,-2.457798004,650,-1.798938751,660,48.22025681,670,2.465760708,680,-2.593753576,690,-2.613584042,700,-2.670444489,710,-2.641553402,720,-2.630298615,730,-2.643065929,740,-2.668482304,750,-2.684587479,
,,571.0100098,-2.526879311,581.0200195,-2.677728653,591.0100098,-2.686929464,,,,,,,,,,,631.0100098,-2.489069462,641,-2.430731058,651,-2.162845135,661,41.33993149,671,6.477815628,681,-2.570226669,690.9799805,-2.669229984,700.9799805,-2.602888107,710.9799805,-2.702801943,720.9699707,-2.649115801,730.9699707,-2.680373907,740.9699707,-2.651283503,750.9699707,-2.706001043,
,,572.0200195,-2.629894972,582.0499878,-2.638361931,592.0200195,-2.664102077,,,,,,,,,,,632.0200195,-2.44072628,642,-2.503172874,652,-2.437577486,662,35.44102097,672,12.01672077,682,-2.628363609,691.9699707,-2.638994694,701.9699707,-2.63155365,711.9699707,-2.602354288,721.9400024,-2.661853313,731.9400024,-2.586786509,741.9400024,-2.651942253,751.9400024,-2.678496838,
,,573.039978,-2.468786716,582.9400024,-2.622864723,593.039978,-2.679824591,,,,,,,,,,,633.039978,-2.479640484,643,-2.5375669,653,-2.564391375,663,28.06906891,673,19.84848022,683,-2.661756754,692.9500122,-2.619066,702.9500122,-2.57534194,712.9500122,-2.634192467,723.0499878,-2.681162119,733.0499878,-2.692935705,743.0499878,-2.696124077,753.0499878,-2.705938578,
,,574.0499878,-2.732750177,583.9699707,-2.65083003,594.0499878,-2.656406879,,,,,,,,,,,634.0499878,-2.501351118,644,-2.482830763,654,-2.470971823,664,20.36246109,674,28.67969513,684,-2.572169304,693.9400024,-2.61973691,703.9400024,-2.564003468,713.9400024,-2.625341892,724.0200195,-2.668440342,734.0200195,-2.579847336,744.0200195,-2.640286207,754.0200195,-2.690433502,
,,575.0700073,-2.65987587,585,-2.624158621,595.0700073,-2.671793938,,,,,,,,,,,635.0700073,-2.49379611,645,-2.459877968,655,-2.564325809,665,13.21736717,675,37.41376114,685,-2.560978174,695.0700073,-2.668913126,705.0700073,-2.612634897,715.0700073,-2.687583923,725,-2.705515146,735,-2.667888165,745,-2.635418653,755,-2.666143656,
,,575.9400024,-2.688539267,586.0200195,-2.597389221,595.9400024,-2.64791131,,,,,,,,,,,635.9400024,-2.487929821,646,-2.545646906,656,-2.589712381,666,7.942054749,676,43.0447197,686,-2.5491817,696.0499878,-2.607517004,706.0499878,-2.67056489,716.0499878,-2.648650408,725.9699707,-2.624363184,735.9699707,-2.661877155,745.9699707,-2.673682451,755.9699707,-2.678254843,
,,576.9500122,-2.659206152,587.0499878,-2.731528044,596.9500122,-2.710394859,,,,,,,,,,,636.9500122,-2.494159698,647,-2.547044277,657,-2.600495338,667,3.266210079,677,47.41545868,687,-2.549527168,697.039978,-2.668680191,707.039978,-2.660840511,717.039978,-2.679626226,726.9400024,-2.63009882,736.9400024,-2.711827517,746.9400024,-2.661458015,756.9400024,-2.687532663,
,,577.9699707,-2.616345644,587.9400024,-2.664166451,597.9699707,-2.687213182,,,,,,,,,,,637.9699707,-2.434665203,648,-2.577526569,658,-2.479131937,668,0.3504226208,678,49.80168152,688,-2.323750257,698.0200195,-2.65664506,708.0200195,-2.580698013,718.0200195,-2.664633512,728.0499878,-2.624751806,738.0499878,-2.630344391,748.0499878,-2.628730536,758.0499878,-2.66323185,
,,578.9799805,-2.600194454,588.9699707,-2.611536264,598.9799805,-2.718111992,,,,,,,,,,,638.9799805,-2.463890791,649,-2.537988186,659,-2.600599051,669,-1.250751495,679,47.66838837,689,-1.369660974,699.0100098,-2.656960487,709.0100098,-2.67937398,719.0100098,-2.649180174,729.0200195,-2.631097078,739.0200195,-2.655598402,749.0200195,-2.696021557,759.0200195,-2.684432507,
,,580,-2.556440115,590,-2.65122509,600,-2.611078262,,,,,,,,,,,640,-2.473999023,650,-2.577946901,660,-2.622422695,670,-2.001637936,680,44.72121048,690,0.9193539619,700,-2.626394033,710,-2.708461761,720,-2.602777004,730,-2.643241167,740,-2.605070829,750,-2.640820265,760,-2.650523901,
