CDs 1 V x 2 HOURS Ex 340 nm,,CDs 1 V x 2 HOURS Ex 230 ,,CDs 1 V x 2 HOURS Ex 240 nm,,CDs 1 V x 2 HOURS Ex 250,,CDs 1 V x 2 HOURS Ex 260,,CDs 1 V x 2 HOURS Ex 270,,CDs 1 V x 2 HOURS Ex 280,,CDs 1 V x 2 HOURS Ex 290,,CDs 1 V x 2 HOURS Ex 300,,CDs 1 V x 2 HOURS Ex 300 (2),,CDs 1 V x 2 HOURS Ex 310,,CDs 1 V x 2 HOURS Ex 320,,CDs 1 V x 2 HOURS Ex 330,,CDs 1 V x 2 HOURS Ex 340,,CDs 1 V x 2 HOURS Ex 350,,CDs 1 V x 2 HOURS Ex 360,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 390,,CDs 1 V x 2 HOURS Ex 400,,CDs 1 V x 2 HOURS Ex 410,,CDs 1 V x 2 HOURS Ex 420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
571.0100098,-2.525924444,471.0400085,-2.409197569,481.0400085,-2.393756866,491.0400085,-2.303387642,501.0400085,-2.296456814,501.0400085,-1.896676898,511.0400085,-2.107216358,521.0200195,-2.01865387,531.039978,-2.168027639,531.039978,-2.197032928,541.0200195,-2.315008163,551.0200195,-2.352321625,561.0200195,-2.373420238,571.0100098,-2.480010986,581.0200195,-2.483781338,591.0100098,-2.510997295,601.0200195,-2.594151258,611.0100098,-2.5887537,621,-2.549624205,631.0100098,-2.586318254,641,-2.63991642,651,-2.663198948,
572.0200195,-2.46120286,471.9400024,-2.540281534,481.9400024,-2.260347605,491.9400024,-2.495874405,501.9400024,-2.298633337,501.9400024,-1.906140566,511.9400024,-2.044872284,522.0499878,-2.045604944,531.9400024,-2.230889797,531.9400024,-2.056970835,542.0499878,-2.162044525,552.0499878,-2.202648163,562.0499878,-2.425576687,572.0200195,-2.440481663,582.0499878,-2.541044474,592.0200195,-2.545092106,602.0499878,-2.545739412,612.0200195,-2.543968439,622,-2.574783802,632.0200195,-2.618402481,642,-2.589584351,652,-2.631994963,
573.039978,-2.495521545,472.980011,-2.586029053,482.980011,-2.209253788,492.980011,-2.534322262,502.980011,-2.216862202,502.980011,-1.97809267,512.9799805,-2.03796649,522.9400024,-2.061318874,532.9799805,-2.094840765,532.9799805,-2.147465944,542.9400024,-2.225558043,552.9400024,-2.258417845,562.9400024,-2.394777298,573.039978,-2.5256145,582.9400024,-2.608150482,593.039978,-2.532389164,602.9400024,-2.612410784,613.039978,-2.626684904,623,-2.617183447,633.039978,-2.563640356,643,-2.660490274,653,-2.638483763,
574.0499878,-2.397946358,474.019989,-2.412092209,484.019989,-2.215517521,494.019989,-2.543847084,504.019989,-2.268516541,504.019989,-2.025775909,514.0200195,-1.972761393,523.9699707,-2.124728203,534.0200195,-2.1755476,534.0200195,-2.113685369,543.9699707,-2.329503775,553.9699707,-2.32801795,563.9699707,-2.406585455,574.0499878,-2.465547323,583.9699707,-2.618546724,594.0499878,-2.557014465,603.9699707,-2.594143152,614.0499878,-2.611728191,624,-2.643064976,634.0499878,-2.636936188,644,-2.600382566,654,-2.635594845,
575.0700073,-2.385078907,475.0700073,-2.426124096,485.0700073,-1.965423822,495.0700073,-2.564531565,505.0700073,-2.281798124,505.0700073,-2.047870636,515.0700073,-2.058285236,525,-2.157292843,535.0700073,-2.252956867,535.0700073,-2.174990654,545,-2.197873116,555,-2.263544798,565,-2.355167389,575.0700073,-2.443550587,585,-2.48638773,595.0700073,-2.549583197,605,-2.643053055,615.0700073,-2.548780918,625,-2.636636972,635.0700073,-2.60050869,645,-2.640135765,655,-2.644863605,
575.9400024,-2.63090086,475.9700012,-2.586303711,485.9700012,-2.030437469,495.9700012,-2.532679319,505.9700012,-2.235029221,505.9700012,-1.909962893,515.9699707,-2.101107121,526.0200195,-2.10737133,535.9699707,-2.180381298,535.9699707,-2.20539856,546.0200195,-2.307380199,556.0200195,-2.374090195,566.0200195,-2.330984592,575.9400024,-2.516002893,586.0200195,-2.475366831,595.9400024,-2.624558926,606.0200195,-2.577453136,615.9400024,-2.625004292,626,-2.667831898,635.9400024,-2.600162506,646,-2.641025066,656,-2.64773035,
576.9500122,-2.607409477,477.0100098,-2.454803944,487.0100098,-1.767167091,497.0100098,-2.532966852,507.0100098,-2.315928936,507.0100098,-1.936171055,517.0100098,-2.121182919,527.0499878,-2.202202797,537.0100098,-2.19867754,537.0100098,-2.171995163,547.0499878,-2.33379817,557.0499878,-2.377324343,567.0499878,-2.395627499,576.9500122,-2.500399828,587.0499878,-2.496382475,596.9500122,-2.544990301,607.0499878,-2.613590956,616.9500122,-2.5883708,627,-2.574561119,636.9500122,-2.630142927,647,-2.612701178,657,-2.659847736,
577.9699707,-2.607058525,478.0499878,-2.571098566,488.0499878,-2.015238285,498.0499878,-2.564618826,508.0499878,-2.292463779,508.0499878,-1.995922565,518.0499878,-1.980205059,527.9400024,-2.196355343,538.0499878,-2.124735355,538.0499878,-2.19861269,547.9400024,-2.304946899,557.9400024,-2.224725723,567.9400024,-2.385357857,577.9699707,-2.526263237,587.9400024,-2.485805988,597.9699707,-2.588079453,607.9400024,-2.526985884,617.9699707,-2.626867771,628,-2.593688965,637.9699707,-2.611498117,648,-2.573672295,658,-2.650767088,
578.9799805,-2.584014654,478.9500122,-2.555973053,488.9500122,-1.894989014,498.9500122,-2.542923212,508.9500122,-2.334192038,508.9500122,-2.037171364,518.9500122,-2.132071257,528.9699707,-2.15123868,538.9500122,-2.224008799,538.9500122,-2.196271896,548.9699707,-2.241130114,558.9699707,-2.471183777,568.9699707,-2.447092533,578.9799805,-2.476382256,588.9699707,-2.497840405,598.9799805,-2.575491428,608.9699707,-2.545948982,618.9799805,-2.581572533,629,-2.554456234,638.9799805,-2.61756587,649,-2.678218842,659,-2.653419495,
580,-2.399116993,480,-2.512800217,490,-2.060967207,500,-2.550681829,510,-2.227373838,510,-2.032128811,520,-2.153513908,530,-2.126636505,540,-2.154312611,540,-2.153247833,550,-2.318016529,560,-2.402857065,570,-2.544101715,580,-2.354920387,590,-2.541566133,600,-2.643957376,610,-2.566212654,620,-2.604686975,630,-2.599396944,640,-2.617687702,650,-2.645933151,660,-2.669505119,
581.0200195,-2.423481703,481.0400085,-2.410959721,491.0400085,-2.091007471,501.0400085,-2.528532743,511.0400085,-2.257459879,511.0400085,-2.088918686,521.0200195,-2.134407997,531.039978,-2.173649549,541.0200195,-2.194405317,541.0200195,-2.142772198,551.0200195,-2.431891441,561.0200195,-2.398736477,571.0100098,-2.519942522,581.0200195,-2.526754141,591.0100098,-2.563535452,601.0200195,-2.581703186,611.0100098,-2.593476295,621,-2.528449297,631.0100098,-2.598490238,641,-2.578511953,651,-2.603335381,661,-2.690384388,
582.0499878,-2.484199524,481.9400024,-2.317435265,491.9400024,-2.133467674,501.9400024,-2.601382256,511.9400024,-2.106929779,511.9400024,-2.126578569,522.0499878,-2.087852478,531.9400024,-2.165989876,542.0499878,-2.243348598,542.0499878,-2.191132545,552.0499878,-2.340424776,562.0499878,-2.328855515,572.0200195,-2.350488186,582.0499878,-2.583957434,592.0200195,-2.563850403,602.0499878,-2.563550472,612.0200195,-2.584177971,622,-2.594081879,632.0200195,-2.617870808,642,-2.630147934,652,-2.640735388,662,-2.672221899,
582.9400024,-2.533294201,482.980011,-2.305935144,492.980011,-2.29632616,502.980011,-2.588663101,512.9799805,-1.966143489,512.9799805,-2.067374706,522.9400024,-2.201774597,532.9799805,-2.203049421,542.9400024,-2.262434244,542.9400024,-2.282698393,552.9400024,-2.293486834,562.9400024,-2.351413012,573.039978,-2.529432774,582.9400024,-2.533102751,593.039978,-2.482577801,602.9400024,-2.576294184,613.039978,-2.604864836,623,-2.642233133,633.039978,-2.593702078,643,-2.592518568,653,-2.612615585,663,-2.672255754,
583.9699707,-2.570073605,484.019989,-2.218692303,494.019989,-2.447314739,504.019989,-2.571436882,514.0200195,-1.655625343,514.0200195,-2.086696148,523.9699707,-2.142373562,534.0200195,-2.156958103,543.9699707,-2.245573759,543.9699707,-2.26348114,553.9699707,-2.295551777,563.9699707,-2.435306549,574.0499878,-2.470219135,583.9699707,-2.558790445,594.0499878,-2.485926628,603.9699707,-2.612846136,614.0499878,-2.633062601,624,-2.582333565,634.0499878,-2.574119091,644,-2.64178443,654,-2.623933792,664,-2.672353268,
585,-2.486345291,485.0700073,-1.933490515,495.0700073,-2.298234224,505.0700073,-2.551088572,515.0700073,-1.366912723,515.0700073,-2.123506546,525,-2.189174175,535.0700073,-2.224956036,545,-2.252396584,545,-2.204516888,555,-2.43928647,565,-2.447300673,575.0700073,-2.442847013,585,-2.501687765,595.0700073,-2.596531391,605,-2.625014782,615.0700073,-2.566773176,625,-2.627335548,635.0700073,-2.580256939,645,-2.622291565,655,-2.629221201,665,-2.678436518,
586.0200195,-2.607499361,485.9700012,-1.938161135,495.9700012,-2.431457758,505.9700012,-2.618547678,515.9699707,-0.7059650421,515.9699707,-2.156033993,526.0200195,-2.114316702,535.9699707,-2.236946583,546.0200195,-2.27440238,546.0200195,-2.252847672,556.0200195,-2.305595875,566.0200195,-2.377424479,575.9400024,-2.570370674,586.0200195,-2.496600866,595.9400024,-2.464069366,606.0200195,-2.575150013,615.9400024,-2.612584352,626,-2.566157103,635.9400024,-2.58108139,646,-2.566766024,656,-2.640465736,666,-2.64718008,
587.0499878,-2.583416939,487.0100098,-1.894521952,497.0100098,-2.569797993,507.0100098,-2.572559357,517.0100098,0.09997653961,517.0100098,-2.011772633,527.0499878,-2.215603113,537.0100098,-2.213904381,547.0499878,-2.303630352,547.0499878,-2.343147516,557.0499878,-2.399018764,567.0499878,-2.449234962,576.9500122,-2.568098783,587.0499878,-2.547984123,596.9500122,-2.539862871,607.0499878,-2.557829857,616.9500122,-2.621753454,627,-2.642675638,636.9500122,-2.604828835,647,-2.636483431,657,-2.63017869,667,-2.651216507,
587.9400024,-2.521225214,488.0499878,-1.693626761,498.0499878,-2.504391193,508.0499878,-2.588505268,518.0499878,1.376079559,518.0499878,-2.132174492,527.9400024,-2.13831377,538.0499878,-2.219832182,547.9400024,-2.259968758,547.9400024,-2.289526463,557.9400024,-2.27623105,567.9400024,-2.414685726,577.9699707,-2.53131938,587.9400024,-2.547442675,597.9699707,-2.607055187,607.9400024,-2.606636763,617.9699707,-2.641555548,628,-2.627158165,637.9699707,-2.636670113,648,-2.630823135,658,-2.607619762,668,-2.690196991,
588.9699707,-2.534878969,488.9500122,-1.871198893,498.9500122,-2.611428261,508.9500122,-2.640709639,518.9500122,2.101074696,518.9500122,-2.193966627,528.9699707,-2.150583267,538.9500122,-2.2137568,548.9699707,-2.272377253,548.9699707,-2.322937965,558.9699707,-2.402465105,568.9699707,-2.349954128,578.9799805,-2.50693965,588.9699707,-2.633951187,598.9799805,-2.551875591,608.9699707,-2.582388163,618.9799805,-2.622664928,629,-2.635118246,638.9799805,-2.643441916,649,-2.662369013,659,-2.645720959,669,-2.672118425,
590,-2.495961189,490,-1.851764441,500,-2.568600655,510,-2.702489138,520,2.251731873,520,-2.134102583,530,-2.152102947,540,-2.249807596,550,-2.225968361,550,-2.317577124,560,-2.37013793,570,-2.458937883,580,-2.505049944,590,-2.561340094,600,-2.630032539,610,-2.656373739,620,-2.604257822,630,-2.604951382,640,-2.643964767,650,-2.649240494,660,-2.655052423,670,-2.65319252,
591.0100098,-2.608392,491.0400085,-1.984931231,501.0400085,-2.623323917,511.0400085,-2.626313448,521.0200195,2.269340992,521.0200195,-2.054000616,531.039978,-2.27273941,541.0200195,-2.266753435,551.0200195,-2.35538125,551.0200195,-2.213921309,561.0200195,-2.395444632,571.0100098,-2.388560772,581.0200195,-2.555473804,591.0100098,-2.465224743,601.0200195,-2.474800348,611.0100098,-2.642616034,621,-2.631283045,631.0100098,-2.619748592,641,-2.667889833,651,-2.605595112,661,-2.624884605,671,-2.687175751,
592.0200195,-2.607136488,491.9400024,-2.089971304,501.9400024,-2.596680641,511.9400024,-2.572936535,522.0499878,2.003857613,522.0499878,-2.140273333,531.9400024,-2.135272264,542.0499878,-2.3083179,552.0499878,-2.292671919,552.0499878,-2.273472548,562.0499878,-2.36793375,572.0200195,-2.386433125,582.0499878,-2.629484177,592.0200195,-2.632436752,602.0499878,-2.57438302,612.0200195,-2.655665159,622,-2.650464058,632.0200195,-2.597127199,642,-2.656021118,652,-2.587127209,662,-2.629409313,672,-2.68735671,
593.039978,-2.592880249,492.980011,-2.251734734,502.980011,-2.690818787,512.9799805,-2.649200916,522.9400024,1.261050701,522.9400024,-2.151788473,532.9799805,-2.148040771,542.9400024,-2.267691374,552.9400024,-2.300036907,552.9400024,-2.309091806,562.9400024,-2.291325331,573.039978,-2.345347166,582.9400024,-2.555451393,593.039978,-2.521850824,602.9400024,-2.586374044,613.039978,-2.56290102,623,-2.66079998,633.039978,-2.627945423,643,-2.618285418,653,-2.604726791,663,-2.64647007,673,-2.659914255,
594.0499878,-2.656587839,494.019989,-2.268543482,504.019989,-2.501045227,514.0200195,-2.642140388,523.9699707,0.0954477787,523.9699707,-2.253115654,534.0200195,-2.218677521,543.9699707,-2.227749825,553.9699707,-2.345352888,553.9699707,-2.368748188,563.9699707,-2.382855415,574.0499878,-2.344013691,583.9699707,-2.353827,594.0499878,-2.522961378,603.9699707,-2.585628033,614.0499878,-2.64298892,624,-2.612318277,634.0499878,-2.643136501,644,-2.56744051,654,-2.655044794,664,-2.639261484,674,-2.636034012,
595.0700073,-2.472646952,495.0700073,-2.352764606,505.0700073,-2.552922964,515.0700073,-2.609759569,525,-0.7545042038,525,-2.187680721,535.0700073,-2.276300669,545,-2.245154381,555,-2.358929396,555,-2.365555286,565,-2.352904558,575.0700073,-2.450159073,585,-2.466840029,595.0700073,-2.534493208,605,-2.618309498,615.0700073,-2.605713129,625,-2.613506556,635.0700073,-2.634353638,645,-2.617744923,655,-2.655066252,665,-2.607071877,675,-2.662827492,
595.9400024,-2.52222085,495.9700012,-2.542346954,505.9700012,-2.540920734,515.9699707,-2.570756674,526.0200195,-1.270311832,526.0200195,-2.092153549,535.9699707,-2.134176731,546.0200195,-2.242315292,556.0200195,-2.383639812,556.0200195,-2.3470366,566.0200195,-2.392651558,575.9400024,-2.457426786,586.0200195,-2.453174591,595.9400024,-2.58534193,606.0200195,-2.586703062,615.9400024,-2.613440514,626,-2.574926138,635.9400024,-2.680384398,646,-2.555345535,656,-2.599565744,666,-2.641040325,676,-2.653563023,
596.9500122,-2.632326603,497.0100098,-2.456126213,507.0100098,-2.526865721,517.0100098,-2.57896328,527.0499878,-1.786943436,527.0499878,-2.07524395,537.0100098,-2.327414989,547.0499878,-2.273071527,557.0499878,-2.371830463,557.0499878,-2.301621437,567.0499878,-2.502297401,576.9500122,-2.356511593,587.0499878,-2.519448042,596.9500122,-2.572289705,607.0499878,-2.554553032,616.9500122,-2.592230797,627,-2.63231349,636.9500122,-2.642365217,647,-2.624514103,657,-2.63088131,667,-2.651206255,677,-2.684630632,
597.9699707,-2.559267521,498.0499878,-2.600515127,508.0499878,-2.503401756,518.0499878,-2.586402655,527.9400024,-1.858142614,527.9400024,-2.12022543,538.0499878,-2.225986004,547.9400024,-2.334988832,557.9400024,-2.347072601,557.9400024,-2.33006382,567.9400024,-2.414153576,577.9699707,-2.457701445,587.9400024,-2.516463518,597.9699707,-2.644355774,607.9400024,-2.641845942,617.9699707,-2.636420965,628,-2.718111992,637.9699707,-2.598370314,648,-2.606179953,658,-2.623971224,668,-2.630089521,678,-2.634572983,
598.9799805,-2.571984291,498.9500122,-2.495725155,508.9500122,-2.59406805,518.9500122,-2.64063406,528.9699707,-2.093346357,528.9699707,-1.914853454,538.9500122,-2.254081726,548.9699707,-2.298912764,558.9699707,-2.342677832,558.9699707,-2.358497381,568.9699707,-2.370121956,578.9799805,-2.403950214,588.9699707,-2.480067492,598.9799805,-2.644426346,608.9699707,-2.57401824,618.9799805,-2.630818129,629,-2.679793358,638.9799805,-2.688194752,649,-2.587806702,659,-2.667572498,669,-2.66802597,679,-2.668562889,
600,-2.521532536,500,-2.453930616,510,-2.570085526,520,-2.589902878,530,-2.192323685,530,-1.339259863,540,-2.322127581,550,-2.263494968,560,-2.350645065,560,-2.361300468,570,-2.432086229,580,-2.4826684,590,-2.504697084,600,-2.657452345,610,-2.575800657,620,-2.611521482,630,-2.574207783,640,-2.657553673,650,-2.635740757,660,-2.617336035,670,-2.629297018,680,-2.634542704,
,,501.0400085,-2.659628153,511.0400085,-2.567863464,521.0200195,-2.67217803,531.039978,-2.313983679,531.039978,-0.4109013081,541.0200195,-2.304426908,551.0200195,-2.313759327,561.0200195,-2.393033981,561.0200195,-2.394246817,571.0100098,-2.399586201,581.0200195,-2.412599802,591.0100098,-2.531586647,601.0200195,-2.60752368,611.0100098,-2.576539993,621,-2.631010532,631.0100098,-2.599897146,641,-2.642403126,651,-2.636253119,661,-2.680517673,671,-2.633605957,681,-2.684340477,
,,501.9400024,-2.630420923,511.9400024,-2.570919275,522.0499878,-2.656411171,531.9400024,-2.394978046,531.9400024,1.057687283,542.0499878,-2.253455877,552.0499878,-2.296384573,562.0499878,-2.397781372,562.0499878,-2.306553125,572.0200195,-2.397884607,582.0499878,-2.507610321,592.0200195,-2.51904273,602.0499878,-2.596227646,612.0200195,-2.620406866,622,-2.680238724,632.0200195,-2.611980438,642,-2.55347085,652,-2.630172253,662,-2.617000341,672,-2.646542549,682,-2.656619072,
,,502.980011,-2.614949226,512.9799805,-2.497738361,522.9400024,-2.671259403,532.9799805,-2.401070118,532.9799805,2.538702011,542.9400024,-2.243763208,552.9400024,-2.429298162,562.9400024,-2.371453524,562.9400024,-2.366906881,573.039978,-2.423280001,582.9400024,-2.380820274,593.039978,-2.49336195,602.9400024,-2.596729279,613.039978,-2.530098438,623,-2.599711895,633.039978,-2.660719395,643,-2.613104582,653,-2.629738092,663,-2.618031979,673,-2.618720531,683,-2.678102493,
,,504.019989,-2.629864931,514.0200195,-2.542250872,523.9699707,-2.588494301,534.0200195,-2.351217031,534.0200195,4.810517311,543.9699707,-2.287439346,553.9699707,-2.36570406,563.9699707,-2.437598228,563.9699707,-2.43584156,574.0499878,-2.46120882,583.9699707,-2.424146414,594.0499878,-2.506392717,603.9699707,-2.524711847,614.0499878,-2.617230892,624,-2.643594503,634.0499878,-2.63242054,644,-2.635700703,654,-2.578677416,664,-2.660998583,674,-2.628824711,684,-2.665865183,
,,505.0700073,-2.586746216,515.0700073,-2.568150043,525,-2.633991003,535.0700073,-2.412888288,535.0700073,7.267158508,545,-2.295022964,555,-2.368221283,565,-2.497275829,565,-2.407530785,575.0700073,-2.470977306,585,-2.45021534,595.0700073,-2.51931715,605,-2.596321106,615.0700073,-2.564898968,625,-2.668673992,635.0700073,-2.592761278,645,-2.644142628,655,-2.636373997,665,-2.604042768,675,-2.701341867,685,-2.69036293,
,,505.9700012,-2.485120296,515.9699707,-2.514144182,526.0200195,-2.710408211,535.9699707,-2.415210962,535.9699707,9.11097908,546.0200195,-2.293887377,556.0200195,-2.36717844,566.0200195,-2.351391315,566.0200195,-2.41054225,575.9400024,-2.39615202,586.0200195,-2.471583843,595.9400024,-2.668475628,606.0200195,-2.56220293,615.9400024,-2.618154287,626,-2.674587727,635.9400024,-2.631779432,646,-2.604336023,656,-2.628933191,666,-2.616181612,676,-2.662845373,686,-2.652965307,
,,507.0100098,-2.645047903,517.0100098,-2.595466137,527.0499878,-2.610039711,537.0100098,-2.402424097,537.0100098,10.94098568,547.0499878,-2.191862583,557.0499878,-2.346302271,567.0499878,-2.398490906,567.0499878,-2.41133213,576.9500122,-2.423871279,587.0499878,-2.519685268,596.9500122,-2.593913078,607.0499878,-2.512141228,616.9500122,-2.631513119,627,-2.637271166,636.9500122,-2.670555115,647,-2.643272877,657,-2.592633724,667,-2.623511076,677,-2.618049145,687,-2.681053638,
,,508.0499878,-2.645517826,518.0499878,-2.553340197,527.9400024,-2.57264185,538.0499878,-2.421793222,538.0499878,12.22762585,547.9400024,-1.895375013,557.9400024,-2.388268948,567.9400024,-2.389532089,567.9400024,-2.428761959,577.9699707,-2.447025299,587.9400024,-2.532649994,597.9699707,-2.60680151,607.9400024,-2.524646282,617.9699707,-2.662558317,628,-2.612257719,637.9699707,-2.64175868,648,-2.679449081,658,-2.611299992,668,-2.65507412,678,-2.662382126,688,-2.649577141,
,,508.9500122,-2.835237265,518.9500122,-2.548027039,528.9699707,-2.510617495,538.9500122,-2.404205322,538.9500122,12.94656086,548.9699707,-0.8350239992,558.9699707,-2.429271936,568.9699707,-2.340675354,568.9699707,-2.43066287,578.9799805,-2.534531832,588.9699707,-2.454105377,598.9799805,-2.569573164,608.9699707,-2.548813105,618.9799805,-2.562482119,629,-2.654921532,638.9799805,-2.680248022,649,-2.680751324,659,-2.661510706,669,-2.629580021,679,-2.645966768,689,-2.659348965,
,,510,-2.556311607,520,-2.595816135,530,-2.587208748,540,-2.478585243,540,14.27346325,550,1.444011688,560,-2.439408541,570,-2.411544323,570,-2.349044561,580,-2.494237423,590,-2.519235134,600,-2.530210257,610,-2.609118938,620,-2.561874151,630,-2.649810553,640,-2.641260624,650,-2.650206327,660,-2.597435713,670,-2.629362345,680,-2.624272346,690,-2.671803236,
,,511.0400085,-2.528197765,521.0200195,-2.636344671,531.039978,-2.479912519,541.0200195,-2.389160633,541.0200195,15.21668339,551.0200195,5.232745171,561.0200195,-2.340553284,571.0100098,-2.384798765,571.0100098,-2.426252365,581.0200195,-2.438054323,591.0100098,-2.544027328,601.0200195,-2.567571878,611.0100098,-2.522694588,621,-2.663267612,631.0100098,-2.718111992,641,-2.670194387,651,-2.650124788,661,-2.641783476,671,-2.591142416,681,-2.684592009,690.9799805,-2.646932364,
,,511.9400024,-2.57221818,522.0499878,-2.569757938,531.9400024,-2.572285652,542.0499878,-2.396894693,542.0499878,14.46997547,552.0499878,10.15602684,562.0499878,-2.380384207,572.0200195,-2.443814278,572.0200195,-2.39746213,582.0499878,-2.540589333,592.0200195,-2.528124332,602.0499878,-2.616783381,612.0200195,-2.547926188,622,-2.562161446,632.0200195,-2.668125153,642,-2.650930882,652,-2.620242596,662,-2.655098438,672,-2.635714531,682,-2.668022633,691.9699707,-2.659287214,
